species,island,site,vegzoneHumid,vegzoneTransition,vegzoneArid,microhabitat,Centroidsize,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28
basiplicatus,SL,SL14-gal,1,NA,NA,terrestrial,22.58226956,0.039165805,0.019785213,0.010318043,0.00399492,-0.016306596,0.033552523,-0.002073524,-0.012471568,-0.012775444,7.35e-5,-0.005200178,-0.001371484,-0.002298737,-0.005015075,8.40032e-4,0.003462335,-0.00320264,0.001607182,0.001015784,0.001208792,4.00126e-4,-0.001724979,-1.7056e-4,4.01488e-4,-9.7551e-4,5.2e-5,-1.22007e-4,-4.97e-6
basiplicatus,SL,SL14-gal,1,NA,NA,terrestrial,24.54926607,0.026569367,0.06427382,0.013741603,0.015464925,-0.025393719,0.003598851,-0.017991686,-0.015515058,0.003624781,-0.001963817,-0.006299668,-0.004905153,-0.007005888,-0.010832893,-0.003320238,0.004812876,-0.001177583,0.001458701,5.18192e-4,-0.002467212,0.002399201,-0.005679514,0.001326172,-7.20453e-4,4.27525e-4,0.001105679,-6.71985e-4,8.89659e-4
basiplicatus,SL,SL14-gal,1,NA,NA,terrestrial,23.19279833,0.014071655,0.046104725,0.003514536,0.007386956,-0.027382697,0.016331552,-0.012632015,-0.007608562,0.004457295,-0.007556484,-8.3036e-4,-1.9322e-4,0.002060056,-0.001556404,0.002252617,0.001968999,0.001356819,0.001651348,7.69184e-4,-0.001525113,0.001555516,-9.1635e-4,0.001206351,8.98e-6,-0.001166823,8.75078e-4,-9.69e-5,6.62e-6
basiplicatus,SL,SL14-gal,1,NA,NA,terrestrial,23.01875812,0.00256572,0.033807901,0.013875228,-0.00670205,-0.01551294,8.90561e-4,-0.016484708,-0.017709876,-2.39e-5,-0.006749525,-4.56444e-4,0.002503116,0.001767077,-0.004422253,2.47743e-4,7.55928e-4,-0.002903327,7.94491e-4,4.0536e-4,0.002122873,0.001693313,-9.22906e-4,9.24176e-4,-0.001032199,-2.09804e-4,0.001556956,-2.24434e-4,5.91342e-4
basiplicatus,SL,SL14-gal,1,NA,NA,terrestrial,22.933731,0.016210165,0.045069542,0.016099608,0.001588827,-0.031769692,0.006024247,-0.007978636,-0.014442203,-0.007038293,-0.008525184,0.004056789,-0.001378053,-0.003520874,8.00933e-4,0.005081743,0.00643951,0.002430314,0.001563112,-0.001760429,-0.001849539,0.00136476,3.0526e-4,9.41469e-4,-2.64931e-4,-2.25398e-4,9.35205e-4,-2.20907e-4,1.33695e-4
basiplicatus,SL,SL14-gal,1,NA,NA,terrestrial,22.64852612,0.017224429,0.027829304,-0.006365758,-7.33792e-4,-0.020212703,0.024264396,-0.021274005,-0.006136062,-0.009623426,-0.007025367,2.71574e-4,0.004065412,-0.001544439,-0.005117424,0.002271967,0.001301008,0.003184384,2.69394e-4,1.1076e-4,-0.002763586,-0.001636946,0.002161352,4.54e-5,-2.55548e-4,-8.93107e-4,3.05101e-4,-6.17e-5,2.97327e-4
basiplicatus,SL,SL14-gal,1,NA,NA,terrestrial,21.72960597,0.009660015,0.065352554,0.018300941,-0.026126448,-0.023604371,0.006247477,0.001537741,-0.013160198,-0.010103409,0.002115446,0.004802331,0.010586885,0.002003227,-0.009176877,0.005936579,0.002145693,9.78673e-4,-6.0772e-4,0.001578544,0.005234454,0.004735663,0.002435631,-7.36e-5,-0.001665475,0.002104379,6.72374e-4,-0.001213447,-4.83e-5
basiplicatus,SL,SL14-gal,1,NA,NA,terrestrial,21.05392992,0.012374677,0.042539783,0.004552955,-2.90202e-4,-0.014058354,0.028853325,-0.006598197,-0.009158828,-0.00246346,-0.002601893,-0.002366753,0.008754816,-0.007686134,-0.006022852,-3.30844e-4,2.99763e-4,-0.002439742,-1.44511e-4,0.003197741,-0.001080113,-7.96855e-4,-5.56087e-4,-2.02786e-4,1.5329e-4,-8.35442e-4,8.14783e-4,5.57e-5,2.34163e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.385608057,0.022733863,0.09564422,0.011536914,-0.004808805,0.005044148,0.019857455,0.00292183,-5.42934e-4,0.007951773,0.002967333,-0.005645026,0.007365718,-0.003470177,0.005291553,-0.002431858,0.004011668,0.00257411,0.001080921,-0.001809603,-0.002721094,-0.001473365,0.001942453,6.78229e-4,-0.001813389,0.00170176,-6.37178e-4,-2.739e-4,-7.16569e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.523531832,0.028114592,0.085862903,0.002644443,-0.018102065,0.003432117,0.019299144,0.010014183,-0.003728417,0.014262813,-0.002469806,-0.005683382,0.002028947,0.002647717,-0.003329007,-8.56856e-4,0.001596522,0.002068039,-7.1418e-4,0.002634226,0.001929969,0.001411204,-7.36733e-4,0.001843412,-0.001746053,0.001991416,-0.001320931,-0.001854393,-9.11563e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.433080618,0.034666148,0.049627663,0.010621057,-0.008220618,-1.15347e-4,0.027875911,0.002591801,-6.66766e-4,0.012206367,-0.007054131,0.001664467,-6.16526e-4,-0.00320715,0.003420841,8.01304e-4,0.007707449,-0.001716351,0.002357126,-0.002362577,-0.002432096,-0.00139356,-0.002670643,0.001282116,4.21526e-4,-6.66e-5,-4.89019e-4,3.63e-5,9.64e-7
bauri,SL,SL05-061,NA,1,NA,terrestrial,6.432826205,-0.021259342,0.078783524,-0.016708548,-0.003032594,-0.007635674,0.023163079,7.59794e-4,0.007848149,0.004826569,-0.001182869,0.002897348,0.012123211,5.19e-5,-7.58804e-4,-0.0080721,0.008572487,-0.001384099,7.27625e-4,0.006155102,0.002796333,0.001571879,0.001462243,0.001008553,-0.001461941,-9.66221e-4,7.49181e-4,-0.001286923,-8.06487e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.738906574,9.76769e-4,0.065694896,-0.005901155,0.005989044,0.003302714,0.034011069,-0.004418274,5.44345e-4,5.92186e-4,-0.001657653,-0.009047786,0.004922269,-0.007772657,8.0172e-4,-0.011308872,0.001984123,-0.005516666,0.001960045,0.001610465,6.11021e-4,9.12723e-4,-0.003181841,-5.15485e-4,-8.01484e-4,-8.03174e-4,2.73622e-4,-5.11265e-4,3.54029e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.379711671,-0.019860577,0.069705041,-0.009589826,-0.027870142,0.009550334,0.010731175,0.005801989,7.79e-5,0.008229296,-0.006389862,-0.001244069,-0.001055444,-0.003364514,-0.007213345,-0.00362638,0.004236206,0.001438565,0.003561698,0.002275787,0.00234536,0.002255837,-0.003872433,0.001574729,-0.003393165,0.001122747,1.29e-5,-0.002366599,-1.91742e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.213312372,0.012232618,0.053805158,0.00806719,-0.008911356,0.002209756,0.021549388,0.003773426,-0.002780853,0.011612335,-0.006655036,0.010307424,-6.01927e-4,0.00150578,0.003749323,-0.001779098,0.003826802,0.003238614,0.001502615,3.47805e-4,-4.05683e-4,-7.41684e-4,-9.10448e-4,0.001911964,-6.89e-6,-3.07131e-4,-2.34839e-4,-4.15493e-4,-2.28707e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.255752705,-0.002638298,0.057532015,3.98088e-4,-0.001788631,-0.002234312,0.020129558,-0.003979587,-0.001430879,0.002278423,-0.004640923,-0.00521409,0.003869946,0.005220834,-3.24e-5,9.66101e-4,-6.79e-5,5.16276e-4,0.002714021,-0.001534227,0.002803932,0.001757525,-0.00396555,0.00113715,-9.84037e-4,-3.83307e-4,2.98012e-4,-4.92979e-4,3.74091e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,6.974130425,-1.3683e-4,0.064674685,0.005075879,0.00777284,0.020465019,0.030286399,0.001167976,-0.007179328,0.00613518,-0.002170484,1.89536e-4,0.011167114,0.003388713,8.66732e-4,-0.006907742,0.005659976,0.002662325,-0.00113067,0.0026767509999999998,0.002142404,0.003188006,0.001272524,0.001204547,-7.74042e-4,-0.00100422,5.60334e-4,-7.80952e-4,2.7326e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.599685517,0.026493437,0.032885922,-1.56008e-4,-0.010980083,0.004336948,0.01901185,-0.003375407,-0.003748818,0.01064149,-0.003223626,0.001322123,0.001720633,-8.48249e-4,-0.003556913,-0.003992484,0.00124325,0.004187492,0.004999806,0.006164485,9.57892e-4,-0.001205362,8.82601e-4,5.6276e-4,0.00112744,-5.52545e-4,1.80339e-4,-5.86711e-4,-1.00379e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.391237653,-5.0459e-4,0.06649493,-0.002659436,-0.006798623,0.001774013,0.019547716,-0.014715117,-0.00394742,0.004945361,0.006208589,-0.005904849,-0.001825542,-0.002915285,0.00381254,0.002237448,0.004132224,-0.002452193,1.50485e-4,-5.54981e-4,0.00738598,0.004334116,0.00213295,9.85861e-4,-0.001673421,-3.80589e-4,-5.94e-5,1.39883e-4,2.48569e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.474484252,0.033138909,0.05470537,0.005590265,0.009971007,0.011564368,0.028825296,0.002957349,-0.00648004,0.012720844,-0.00206302,0.005763817,0.002327399,0.002856284,0.00546174,7.47652e-4,0.009072114,0.003719419,-6.59605e-4,0.002248778,0.003907898,0.001667061,-1.84762e-4,0.001563993,0.001147137,-6.11515e-4,-2.44495e-4,-2.29119e-4,-1.59847e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.461324124,0.012447807,0.069598103,9.32244e-4,0.011821153,-0.02404969,0.024245765,-3.23651e-4,0.007701682,0.005315988,-0.004382759,0.005633182,0.005628413,0.006568769,-0.003476538,-0.002693782,0.005686336,-0.001960193,7.65641e-4,0.005375072,0.002826335,0.004051647,-8.09381e-4,9.6684e-4,8.27824e-4,-0.001871431,1.31e-5,-2.67727e-4,-9.57634e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,8.528336278,0.01048123,0.040362104,0.003201223,0.004458814,0.007546928,0.012666663,-0.014260127,6.70011e-4,0.011256279,-0.003691538,-1.32132e-4,6.28079e-4,-0.004567092,-5.01093e-4,-0.001533349,0.001581976,0.004480165,0.001840477,0.001504125,7.09666e-4,2.00367e-4,-0.00402793,5.23229e-4,-2.26053e-4,-0.00132809,2.92155e-4,-9.44784e-4,1.7677e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.79451972,0.045640228,0.06779866,0.013835542,-0.016411304,-0.01076386,0.01548982,0.010100454,-0.003225674,0.001166986,-0.005134107,0.00423285,-9.38538e-4,-0.003030768,0.003164098,-0.002023737,0.007769799,0.001571789,-7.76065e-4,0.001901856,0.002136085,7.83293e-4,-0.001139199,8.84336e-4,-1.49388e-4,2.8768e-4,-0.001759998,-5.37742e-4,-1.40174e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.464216169,0.025167274,0.07439225,0.023167386,-0.021249948,-7.44265e-4,0.014152673,-0.006031487,-0.004252567,0.003615128,-2.43427e-4,0.004667905,-0.001727474,-0.004648959,0.002839184,-0.006524603,0.004492825,0.004602409,9.53397e-4,0.001032121,3.35452e-4,0.00192814,-0.001344075,2.47642e-4,-0.002749524,7.01e-5,2.49e-5,-0.001117934,-2.98e-5
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.759177971,0.012350727,0.064009399,0.004805184,-0.012429232,0.009491149,0.024920794,-0.005440399,-0.005974929,0.005353012,-0.005565807,0.004709351,-0.001179816,-0.009069618,0.00178484,-0.002190564,0.00569288,0.003145384,4.7422e-4,0.002561246,0.002482734,0.002660839,0.001021791,3.10564e-4,-0.001249655,-0.001361078,1.12e-5,-0.001221468,-2.6e-5
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.93581576,-0.021283874,0.052049595,-9.3618e-4,-0.004211977,0.019436232,0.022681371,0.011914877,0.00564733,0.00526889,-0.014776958,0.004308771,0.007357223,0.002321346,-0.004735755,4.20228e-4,0.005973083,-4.90927e-4,9.62928e-4,4.686e-4,4.29961e-4,8.44e-5,-0.002169989,0.001280182,-5.76763e-4,-6.10033e-4,-1.40825e-4,-6.37853e-4,-3.58078e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.056839716,-0.004406916,0.068005711,0.004654802,0.006416869,0.009206033,0.018717259,-0.021868165,-0.009455864,0.004354711,0.003939153,-0.002389413,0.003890526,-0.008276715,0.002157477,-0.004649076,9.82824e-4,7.23858e-4,0.001187209,-3.17903e-4,0.001000665,0.001047654,-0.001520787,4.23097e-4,-0.002260135,-8.45233e-4,0.001306778,-7.44129e-4,3.68182e-4
bauri,SL,SL05-061,NA,1,NA,terrestrial,7.399151473,-0.007206704,0.065579313,-0.005845747,0.009432262,-0.00353459,0.02214608,-0.011247125,-0.003158812,0.008840973,-0.006167323,-7.39183e-4,-7.25455e-4,-0.007433834,0.003979311,-0.004566502,0.003932394,0.001664186,-0.001847604,-1.71442e-4,0.001261307,0.004162331,-0.001330292,6.55488e-4,-0.001581329,-0.001964825,5.99116e-4,-5.99366e-4,-5.57e-5
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,12.31953168,-0.07631416,-0.063884127,-0.038151562,0.025688013,0.028541048,0.01653556,0.026006346,-0.023580754,0.009327199,-0.003563667,0.003822556,-0.008858775,-0.006566913,0.00736495,0.003741195,-0.001936078,-6.53473e-4,-0.004888254,-0.001119578,2.69245e-4,-6.6e-6,-0.001704641,-0.006226059,-7.04208e-4,7.96715e-4,-0.00203102,-1.13956e-4,1.92952e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,12.10056848,-0.007038282,-0.039390779,-0.037788579,-2.20971e-4,-0.019643082,0.024873729,0.004500182,-0.012392092,0.003861771,-0.004306232,0.007929308,-0.001837171,0.003813781,7.64105e-4,-0.007628261,-0.00217926,0.002720904,-9.58062e-4,-0.001052827,3.22614e-4,-1.48336e-4,-7.94327e-4,-0.003724527,3.94e-5,0.001279052,7.28327e-4,0.001161617,7.63657e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,11.86307691,-0.029712291,-0.039779602,-0.035625802,0.011531669,-0.013525054,0.013253138,0.007350352,-0.007224113,0.003030912,-0.003484379,0.008154284,-0.005691105,0.005544384,0.004512692,-0.005061438,3.20383e-4,5.33196e-4,-0.008962455,0.001889596,-0.003518609,6.02366e-4,-0.003084708,-0.005364392,2.83341e-4,9.77325e-4,4.62868e-4,7.80742e-4,7.17327e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,11.58510392,-0.017685206,-0.042708127,-0.01955834,-7.16149e-4,-0.005064173,0.005937561,0.01786429,-0.01777245,0.004044168,0.004877918,-2.01607e-4,-0.001390719,0.006760844,0.002832221,2.40862e-4,0.001663443,0.001756338,0.001428894,-0.001593995,0.002327313,6.23477e-4,0.003082128,-9.71877e-4,1.06103e-4,-1.22288e-4,-1.12722e-4,9.93e-5,2.99834e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,13.15432285,3.27763e-4,-0.061410169,-0.016585779,0.02466367,0.008512424,0.017511664,0.022602239,-0.012953182,-0.002895741,-0.009359486,-0.004097693,0.003569341,0.003156486,0.005397876,-0.007199796,-6.27625e-4,0.001456293,0.001578565,-0.002587927,0.003195193,0.001871943,-0.004181313,-0.002114776,-0.001530725,0.00344587,-5.75941e-4,-0.001426023,3.62283e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,12.72174188,-0.040192535,-0.028098815,-0.048213112,0.009925418,-0.016794229,0.01535183,-0.005967264,-0.011906138,0.00534439,-0.001959872,0.003143382,-0.009335385,0.00662132,0.003512789,-0.008895417,-0.001094906,-0.001821777,-0.004997787,3.99e-5,0.003885555,0.001935345,-0.001279185,-0.004063833,0.002239878,0.00219535,0.001237883,5.97609e-4,-7.76e-5
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,13.5083913,-0.033100109,-0.047787503,-0.025364491,0.017281269,0.017229787,0.012808142,0.020736813,-0.020859869,0.003515967,-0.006427653,-0.003464528,-0.003802904,0.005665407,0.006947832,-6.91124e-4,0.001633,0.001136889,-0.00274413,-0.001214329,0.005007858,0.00367169,-0.002162155,-0.002388623,5.00002e-4,7.28959e-4,-0.001442847,-6.09336e-4,-2.8377e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,12.80276136,-0.003444892,-0.055444886,-0.025393528,0.014737923,-0.026784289,0.014054127,0.001533832,-0.002434459,-0.002261816,-0.009976751,-0.001161115,7.85443e-4,2.42022e-4,0.002860679,-0.002547301,0.002325937,-0.004533382,-0.005844977,-9.09028e-4,0.003064479,0.004880116,-0.0038920030000000002,-0.005445537,-0.001318647,0.001122041,5.4402e-4,0.001134619,-0.001113097
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,12.65119648,-0.039750491,-0.041308537,-0.034665706,0.011930206,-0.011236567,0.026922342,0.008823251,-0.006230588,-0.007083832,-0.00646813,-0.00255897,-0.006572757,0.003729063,0.007007304,-0.002762789,0.001874254,0.002679137,-0.002445106,-5.97163e-4,4.31604e-4,-2.39784e-4,-0.002105095,-0.004508206,3.91342e-4,0.002689204,-9.62529e-4,-1.78553e-4,3.43144e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,12.58483419,-0.01201096,-0.024429736,-0.011782482,0.009742304,-0.008188167,0.014259574,0.00120981,-0.018446277,-9.74001e-4,0.005421332,7.27341e-4,0.0031101,-0.001452354,-0.00351642,-0.001837507,0.006493426,2.72145e-4,0.001215286,-0.002705069,7.23531e-4,-2.91878e-4,-8.55847e-4,2.77045e-4,-5.71526e-4,-2.25898e-4,-2.82039e-4,-1.60013e-4,-1.67765e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,11.62199256,-0.041370253,-0.035614445,-0.050117362,0.01396411,-0.011662962,0.022495654,-0.002492369,-0.004266658,-6.09e-5,-0.013556166,5.63448e-4,-0.010292398,0.004499648,-0.002422221,-0.007980586,0.001782414,0.004951871,-0.003176856,0.001078845,-0.001380487,-5.53598e-4,-0.004515113,-0.003658242,3.6363e-4,0.00138075,0.001195137,0.001145305,4.86586e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,11.69432041,-0.019646347,-0.035071813,-0.034962418,0.002905551,-0.010909013,0.020222994,0.019545828,-0.009637,-2.27077e-4,-0.002977928,-0.005369401,-0.002127283,-0.001033585,8.67109e-4,-0.00689861,-0.002769006,0.002127869,-0.002196634,-0.002683386,0.00274405,0.003797111,-5.69196e-4,-0.003455971,4.79533e-4,-1.27802e-4,1.27743e-4,0.001010651,6.79e-5
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,11.13620697,-0.029392639,-0.032948561,-0.037989196,0.01695923,-0.006518934,0.021459833,0.010799566,-0.008701739,0.007285757,-0.006502599,-0.001190041,-7.44977e-4,0.005952476,0.006059402,-0.006167174,-0.002484908,0.002533662,-2.69045e-4,-0.00167622,0.001868101,-6.17e-6,-0.003143696,-0.003964169,7.64222e-4,0.001665449,9.4208e-4,0.001067858,2.98867e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,13.06815135,-0.045489676,-0.048779719,-0.040555173,0.016583461,-0.02016382,0.013649839,0.001323161,-0.013520798,0.002868727,0.004424685,-0.005363881,-0.006457431,0.007964922,-0.001655455,-0.004726556,0.002260277,0.004449474,-9.28013e-4,0.001571209,0.001894562,-9.07327e-4,-0.005067973,-0.001812051,8.195e-4,0.001288479,0.001159612,7.24219e-4,-2.77539e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,11.97158177,-0.023740557,-0.033823478,-0.038256342,0.012144029,-0.006186122,0.017835421,0.009955846,-0.016155044,-0.00205497,-0.002189446,0.007417757,-0.011439563,0.004930114,0.00113058,-0.010439172,-0.00347978,1.70609e-4,-0.007053822,-0.002628174,-7.89019e-4,0.00318388,6.98441e-4,-0.005194619,8.64783e-4,0.002095088,-9.45641e-4,1.25709e-4,6.21648e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,11.65986992,0.003771518,-0.039418995,-0.028387943,0.003896922,-0.02633675,0.013249028,1.61192e-4,-0.011656741,-9.41335e-4,0.001803781,-0.001319051,-0.004607129,-4.11928e-4,7.57e-5,6.71e-5,-4.67133e-4,-0.00214329,-9.02261e-4,-0.003495524,-9.46661e-4,-0.001257504,7.7798e-4,-0.003053165,-4.70378e-4,-1.0797e-4,1.35201e-4,-2.86971e-4,5.17957e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,12.96439742,-0.019252984,-0.038026603,-0.027421516,0.014345852,-0.002746397,0.024680219,-0.00175832,-0.024141902,-0.004825286,0.002532186,-0.003308234,-0.002331526,0.002721071,-0.00329453,-0.002871187,0.001758234,0.003834429,-0.004395332,3.85327e-4,0.003544731,9.11249e-4,-0.002080525,-0.001203005,-4.48e-5,7.60272e-4,-0.001943998,-8.54325e-4,-1.62378e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,12.67131335,-0.038374624,-0.03688863,-0.039786611,0.018789738,-0.003231729,0.021531694,0.010057378,-0.016216917,0.006269721,-0.006125886,0.00131851,-0.004957387,0.001408886,0.003350804,-0.003515149,1.63727e-4,2.00673e-4,8.76e-5,-0.001691071,0.001690036,-0.001932379,-0.002794077,-0.003489484,3.83477e-4,0.001483233,5.46177e-4,3.22059e-4,-1.07336e-4
blombergi,SC,MCZ 278884,1,NA,NA,arboreal,11.52299151,-0.019020507,-0.044739746,-0.032928445,0.013389274,-6.05881e-4,0.020904498,-4.88673e-4,-0.010436313,0.002390798,0.001924666,9.39181e-4,-6.19e-5,0.006203725,0.003795134,-0.007917202,-7.72876e-4,-0.00199142,6.94237e-4,-0.003855836,0.003912594,-9.71792e-4,-0.00303178,-0.002879559,3.90706e-4,0.002989753,-0.001235909,-0.001272685,-5.02263e-4
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,6.764082831,-0.008392123,7.4485e-4,-0.00788401,0.00635267,-0.02367543,0.004600891,-0.002477398,-7.83e-5,8.27648e-4,-5.4582e-4,0.002207555,0.003959476,0.001191905,0.001661024,0.003975365,0.009349452,0.001618924,0.001126814,-0.001856891,0.002306613,0.00141885,0.002936906,8.99e-5,2.34978e-4,-0.001042114,1.27284e-4,1.70637e-4,-4.62613e-4
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,7.442874379,-0.00146098,0.008904902,-0.004402814,-0.010854012,-0.012296164,-0.003114997,7.50019e-4,-0.002169658,9.36898e-4,1.86e-5,0.006003213,-5.51517e-4,0.003416915,-0.005839991,0.00338378,0.004386875,0.003299595,2.94628e-4,-0.002503965,-0.001372934,8.80332e-4,6.50083e-4,6.31282e-4,3.10009e-4,-2.94564e-4,-4.11934e-4,-2.54432e-4,-2.25647e-4
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,6.931016891,0.012342217,0.034698833,-0.001138305,-0.003877295,-0.006381903,-9.22561e-4,0.004114008,-0.005175807,0.00928151,-0.00239889,0.004168428,0.001667618,-0.002117042,-9.72471e-4,-4.71e-7,0.004399269,-4.90281e-4,0.001326767,1.15781e-4,-7.80516e-4,-0.003324092,9.14701e-4,7.08154e-4,0.001038234,5.16379e-4,-5.52613e-4,-5.77631e-4,-3.25033e-4
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,7.303235277,0.027885921,2.73e-5,0.00395339,-0.010169586,-0.022988154,-0.016014762,0.00255603,0.002439802,-0.006634176,-0.007439617,-0.00604979,-0.011125337,-0.001194791,-2.62169e-4,0.001645223,0.007589965,0.003190195,0.001910241,0.001298535,-0.001381594,-8.22158e-4,-0.002161516,-7.73665e-4,9.01281e-4,-2.84973e-4,-0.001999324,1.36514e-4,-6.65e-5
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,6.604923341,-0.001105328,0.031897883,0.001831558,-0.010765604,0.003007337,-0.02167768,-0.001307877,5.90151e-4,-0.005334081,-0.005305957,0.001864606,-0.004879962,-0.001548354,-0.003483635,-0.001297068,2.11608e-4,0.001680092,-1.47185e-4,-0.002936596,5.34721e-4,-0.001343063,-0.001767985,-6.85136e-4,-1.2618e-4,0.001062374,-0.00162826,1.00731e-4,4.40978e-4
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,7.559401444,-0.027798455,0.008737804,-2.59802e-4,-0.020246561,-0.006953694,-0.016063496,0.013978696,0.012649146,-0.005557435,-0.002900193,-0.006274232,9.10767e-4,3.86416e-4,0.0057605,0.001029706,0.00313502,-0.002140587,3.46807e-4,-1.94438e-4,-4.18777e-4,-0.003748923,4.06135e-4,-9.02698e-4,4.03282e-4,9.64379e-4,-0.002052744,3.90078e-4,1.24507e-4
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,7.28084443,-0.015941055,-0.005605233,5.33731e-4,-0.009976082,-0.017127711,-0.001341162,0.007204254,-0.006668631,0.007059663,-0.001847579,-0.006342937,-0.00118681,3.05799e-4,0.002557605,0.004950884,0.002270114,-0.001531483,3.90851e-4,0.001202782,3.25084e-4,-3.80165e-4,-0.004350418,3.88494e-4,3.78533e-4,-4.35369e-4,3.15866e-4,-2.20567e-4,1.98e-5
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,7.634645866,-0.005721907,0.012679538,-0.003228129,-0.02739271,-0.019260942,-0.015001977,-0.0028144759999999998,0.001235805,0.007372281,-0.00594015,-0.003444322,-0.004049766,0.005796577,-7.89191e-4,-0.001246049,-0.002458325,-0.004013879,-7.47574e-4,0.002865719,0.002128645,-8.86931e-4,-5.31501e-4,7.06341e-4,1.60493e-4,6.9221e-4,-0.001382691,-5.09562e-4,-8.81e-5
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,7.295002389,0.018673219,-7.59661e-4,-0.010695864,-0.0243525,-0.01994069,-0.012520488,-0.009238985,-8.18193e-4,0.001452845,-0.004794847,-0.016356233,-0.003520151,0.001727157,-0.008602023,-0.004395929,-0.006687282,-0.002315022,0.0010118080000000001,-0.001482336,7.46775e-4,0.002505119,-2.14133e-4,-9.31498e-4,-1.48054e-4,-3.07464e-4,-9.47343e-4,3.05552e-4,-5.48e-5
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,7.104981371,0.02989871,0.01697361,0.004684758,-0.003887091,-0.010808655,0.005894797,0.010147952,-0.00642389,0.003206275,-0.007628585,-0.00325556,-0.006356122,-0.002791239,0.00119318,-0.003324265,0.004407321,-6.09496e-4,0.001064302,-0.00433552,0.002896365,0.003754463,-0.002466468,5.25508e-4,1.87597e-4,-9.61552e-4,-0.00103592,-2.28529e-4,-3.90613e-4
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,7.717532283,0.023518087,0.016411656,-0.007704919,-0.003495525,-0.019919227,-0.00447861,0.004110559,-0.004705843,0.001065758,-0.006526901,-0.001341571,-0.00423412,-0.003392081,-4.11731e-4,-2.81722e-4,0.003754986,2.8783e-4,-8.91686e-4,-0.001637542,-0.001575003,4.56e-6,-0.002404111,1.88446e-4,8.8489e-4,-9.45222e-4,-9.50943e-4,-2.02e-5,8.37e-5
sculpturatus_b,SA,SA02-02,1,NA,NA,arboreal,7.119130361,0.001712844,0.00766625,-0.003386438,-0.012207448,-0.018483474,-0.007316951,0.001452272,-0.004243453,0.001378721,0.001948784,-0.006591835,-1.70269e-4,-8.8698e-4,-0.004173339,0.0039852,8.8693e-4,-0.002715714,-7.57715e-4,-0.001203354,-0.002197465,-7.02412e-4,0.003087976,-8.93166e-4,8.06037e-4,1.92938e-4,-6.99121e-4,-2.37194e-4,2.30551e-4
