species,island,site,vegzoneHumid,vegzoneTransition,vegzoneArid,microhabitat,Centroidsize,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,13.64541903,-0.01084311,-0.003268564,0.00360398,-0.009786478,-0.0091602,0.001541431,-0.003586032,-0.007104616,-0.002579199,-0.00508427,0.001436651,0.001882831,-0.004869441,0.005052244,-6.88133e-4,-5.1318e-4,-0.001050985,0.004511649,0.001213898,0.001597763,-0.003211005,-0.001560286,-3.27405e-4,8.97596e-4,-7.37e-5,6.64877e-4,-1.97275e-4,1.78355e-4
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,12.84711406,-0.049104407,0.009702917,-0.004020622,-0.006417356,0.012016386,-0.004650374,-0.001102518,0.005374433,-0.001386958,-0.002713525,0.006012245,-3.535e-4,0.005899413,-3.76421e-4,-0.00682637,-7.54878e-4,0.005337895,7.86346e-4,0.003435917,9.48493e-4,0.001787285,2.46193e-4,2.23461e-4,-3.27114e-4,-6.30002e-4,-3.48557e-4,-1.54596e-4,2.12378e-4
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,12.78413278,-0.030257213,0.003513463,0.006007193,0.003321741,0.006688706,-0.008910697,-0.016211102,-0.009925201,-0.010835702,9.2159e-4,0.001014455,-0.003052845,-0.00322895,-3.63339e-4,-0.001777844,6.80607e-4,0.003540906,0.001982622,0.002411629,-0.002619239,-0.001212967,-0.002728614,-1.99917e-4,7.28666e-4,-9.76825e-4,2.97682e-4,-3.46769e-4,-3.09129e-4
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,12.98541788,-0.029518385,0.009988098,0.017391836,-0.001171421,0.016315203,-0.007346457,-0.010015151,-0.010901201,-0.007582833,-0.007570465,0.009975814,-0.00344026,-0.00190965,-7.20942e-4,-0.002347147,-0.002846515,9.79008e-4,0.002598417,-0.002832266,-0.004087817,-3.67581e-4,-5.59746e-4,-2.51e-5,5.42292e-4,-0.001113591,5.45763e-4,-5.4166e-4,-3.10398e-4
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,12.09253909,-0.043594132,0.02595923,0.007103066,-0.008806408,0.009856779,-0.02227144,-5.13025e-4,-8.62e-5,7.04938e-4,0.002857467,0.008037301,0.002719259,0.006989534,0.001606066,-8.19582e-4,0.001823336,0.0023205,-0.001731915,-0.001533055,-0.001030449,-1.70686e-4,-2.48273e-4,7.19208e-4,-3.63791e-4,0.001208483,-4.72783e-4,1.68446e-4,1.59387e-4
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,12.46591796,-0.056369877,0.010238177,0.006649721,0.006198831,0.009601239,-0.0214945,0.001409011,-0.009823648,-0.003184755,-5.10128e-4,0.003406379,1.74019e-4,0.00225619,-0.002328102,0.00299484,-0.005213539,0.005550677,3.80923e-4,0.001813246,-0.001742241,4.34777e-4,0.001276964,2.43e-5,6.87771e-4,2.72208e-4,7.33209e-4,4.82637e-4,-9.89e-5
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,13.90374333,-0.014583804,-0.00787757,0.007407777,0.009908679,0.006262391,0.001993831,-0.011928326,-0.008385867,-0.001169481,0.00197954,0.002692577,0.001218351,-0.002896561,0.00502973,0.001184557,-0.003634301,0.004762566,0.00239041,-9.83474e-4,-0.003797714,-0.00300996,-0.002525125,-3.43421e-4,0.001255718,-3.01603e-4,3.88e-5,-8.77277e-4,-5.34e-5
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,13.68966924,-0.037643862,0.015674008,-0.002932168,-0.002356808,-0.010686206,9.95283e-4,0.003218742,-0.01527146,-0.005409213,-0.004389393,2.96312e-4,-2.23684e-4,0.002744679,7.41e-5,-9.85994e-4,0.002917827,-5.02437e-4,-0.001817852,0.008061215,0.001757455,5.73864e-4,-7.09681e-4,7.66251e-4,8.99101e-4,6.06e-5,9.91103e-4,3.22657e-4,1.30326e-4
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,13.49610743,-0.047708846,0.003899458,0.005285265,0.007299026,0.008520501,-0.00187063,-0.009640291,-0.005767987,-0.006347145,-0.006817028,-0.003413631,-0.001707969,9.67289e-4,5.03e-5,-9.4992e-4,9.73209e-4,0.005698555,0.00210803,0.003834127,6.36456e-4,0.001368659,-0.00205048,5.14956e-4,-3.80853e-4,-0.00121452,5.76865e-4,-8.65086e-4,3.28138e-4
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,13.81714234,-0.036770889,-0.010139182,0.006829792,0.016604584,0.012708956,-0.008835868,-3.18173e-4,-0.005182889,-0.005878136,-0.005971248,0.005623613,0.003154179,-0.002230758,-0.001747468,-0.002476627,0.002627662,0.002061222,-0.003022377,-3.75832e-4,-3.12e-5,0.003009866,9.13478e-4,-2.06367e-4,1.65229e-4,-8.5096e-4,-5.24621e-4,-2.5e-5,3.69272e-4
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,13.3010952,-0.047558808,0.004088568,-0.00176161,0.010290255,0.023884196,-1.3709e-4,-0.017869991000000002,-0.018209891,-0.008629378,-0.001503798,8.7211e-4,-1.08804e-4,0.003328196,0.003617581,-0.006786834,0.002597006,-0.001192957,0.004443718,-1.31113e-4,0.001226426,-0.001199885,-0.001574556,0.001184068,9.19361e-4,-7.38593e-4,-2.75805e-4,-0.001440817,-0.00111037
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,12.821448,-0.040217027,0.015200831,0.011701292,0.003220267,-0.002602005,-0.008596428,-0.00593412,-0.009540349,-0.009066482,-0.00298707,0.005892991,0.003752151,8.14214e-4,4.53999e-4,0.003196177,-0.001580674,-6.2049e-4,-1.32e-5,-0.002802805,-2.15519e-4,-3.05306e-4,0.001236751,2.2e-5,-2.61199e-4,-9.31e-5,6.41221e-4,1.19172e-4,3.09774e-4
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,13.94358564,-0.040611024,0.002351278,0.014845696,-0.005598674,0.012789628,-0.003796508,-0.002691517,-0.006904222,0.001699762,0.001976355,6.70743e-4,-0.001042594,5e-5,4.63963e-4,8.4855e-4,8.31237e-4,0.002776477,0.001587234,-1.35163e-4,-0.002855104,0.002247866,0.002320253,-3.29e-6,7e-5,-7.75021e-4,2.82025e-4,2.45953e-4,-5.26e-5
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,13.98667834,-0.049556745,0.001970255,0.004703608,0.012022774,0.001212944,-0.010832785,-0.00822153,-0.003258403,0.002945198,-0.004366627,-4.25537e-4,-0.001610502,-0.002902838,0.004408899,-0.003128668,-0.002515627,0.002935303,2.42378e-4,0.002604374,4.17476e-4,2.60919e-4,0.001634418,-1.93607e-4,-3.01012e-4,-5.65833e-4,7.02693e-4,-9.57e-6,2.64356e-4
nsp CA1,CA,CA05-08,1,NA,NA,terrestrial,13.21112139,-0.025048704,0.002823571,0.00651885,0.004739657,-0.013035532,-0.015340494,-0.004591249,-0.013299676,0.003766483,-0.011226275,0.001770068,0.002280049,1.82033e-4,0.001841598,0.004419413,-0.005463211,7.0046e-4,-0.001783909,2.75658e-4,0.002197226,-4.18e-5,7.35889e-4,2.1889e-4,-3.27812e-4,-4.76162e-4,0.00119767,-4.32155e-4,-4.13e-5
nsp CA2,CA,CA15-01,1,NA,NA,terrestrial,14.80588493,-0.020845983,-0.006943143,0.02479753,-0.008357422,0.013274117,-0.010803456,0.001541772,-0.00406235,-0.007137142,0.003115212,0.007308244,-0.007974778,-0.002914306,-0.004795063,0.002152878,0.002885263,-7.41e-6,0.002079005,0.001638036,-6.76188e-4,0.002324931,8.92265e-4,-0.001115073,8.47913e-4,-0.001334657,-3.24783e-4,6.34305e-4,3.46781e-4
nsp CA2,CA,CA15-01,1,NA,NA,terrestrial,13.32549525,-0.043941711,0.015727387,0.009912914,-0.003361718,0.007357699,-0.010876047,0.009403659,-0.001086045,-6.62777e-4,0.006719634,-0.00288959,0.001885316,-4.84198e-4,3.53868e-4,-4.06801e-4,0.005541197,8.0846e-4,0.001906077,5.91756e-4,-0.00309264,-0.001251379,-9.67936e-4,-7.23e-5,5.30632e-4,9.52689e-4,-1.65529e-4,4.8962e-4,1.73691e-4
nsp CA2,CA,CA15-02,1,NA,NA,terrestrial,14.73608605,-0.042611533,9.96403e-4,0.015348734,0.00186425,-0.020158266,-0.005030103,-0.01091704,-2.0368e-4,0.001316132,-0.002261359,0.003255395,5.80046e-4,0.001975752,9.01415e-4,0.004629372,-1.6587e-4,7.43055e-4,0.004654816,-2.31667e-4,-0.001155701,-0.002073236,-0.001682219,7.84168e-4,-7.44323e-4,1.58883e-4,0.001368019,-2.72624e-4,1.3427e-4
nsp CA2,CA,CA15-02,1,NA,NA,terrestrial,14.32171962,-0.052217706,0.011750563,0.010645555,-0.017682345,0.003199827,2.22e-6,-0.002219015,0.003631973,-0.005241507,-0.006041305,0.001854104,0.006691084,-0.001461491,-0.001706297,-6.29127e-4,-0.002643976,-0.002481213,0.001837232,-0.001909941,-0.001617076,-2.12455e-4,2.79999e-4,-3.18043e-4,-0.001251774,-3.3806e-4,3.74334e-4,-2.25705e-4,2.34338e-4
nsp CA2,CA,CA15-02,1,NA,NA,terrestrial,14.01186301,-0.036407785,0.019700363,0.003508681,-0.009621949,-0.004485552,0.0069989,-0.010059054,-0.006286102,-0.007960286,8.47703e-4,0.008508035,-4.42305e-4,0.002587303,0.001923675,0.001149761,4.69363e-4,8.20314e-4,0.004393509,-0.003409009,0.002072951,-6.30476e-4,-0.002578672,0.001095505,-1.83241e-4,-3.7e-5,3.18e-5,-2.01522e-4,2.42446e-4
nsp CA2,CA,CA15-02,1,NA,NA,terrestrial,14.70632803,-0.025631606,0.00415368,0.013417106,-0.006595885,-0.010373368000000001,0.004000659,-0.005984733,0.002595858,-0.00382258,-0.007304549,0.001969357,0.002810897,0.001676096,0.003805449,9.32367e-4,0.001082714,0.001029203,6.28258e-4,-0.001376538,-9.78532e-4,0.001017708,0.001125907,1.37191e-4,-6.19157e-4,-4.48306e-4,3.18644e-4,-2.97767e-4,1.77712e-4
nsp CA2,CA,CA15-02,1,NA,NA,terrestrial,14.68928062,-0.01949128,0.015471489,0.016229654,-0.008626384,9.12471e-4,0.002853195,-0.010599406,-0.010824667,-0.002390442,0.004176491,-0.003503152,-0.01020283,-2.24022e-4,0.002648554,0.006661127,0.003231831,7.9e-5,0.005382733,3.03715e-4,0.002379144,-4.02872e-4,2.16656e-4,5.57112e-4,5.81989e-4,-4.05088e-4,2.69868e-4,0.001152449,1.77817e-4
nsp CA2,CA,CA15-02,1,NA,NA,terrestrial,14.66741463,-0.04125475,0.004448759,0.004594339,0.011482799,-0.013708514,0.001415105,-0.015466964,-0.002739545,-0.002534371,-3.55685e-4,0.001216434,0.005005577,0.002272807,0.002851456,8.87301e-4,-2.47959e-4,0.005284127,0.004656914,3.67741e-4,-0.001113706,-0.002287276,0.001440168,5.22571e-4,-3.24115e-4,2.06786e-4,0.001341635,-1.19e-5,4.97595e-4
nsp CA2,CA,CA15-02,1,NA,NA,terrestrial,15.23117993,-0.021339656,-0.001212205,0.014746031,0.006054157,0.014276315,0.007151297,-0.003954261,-0.010197893,-0.002565493,0.003588541,0.00342887,0.004219,0.004001819,0.001851218,0.007092962,0.001302985,0.002672301,0.002409097,0.001007352,0.002813956,6.87874e-4,-6.76134e-4,6.52883e-4,0.00110818,-0.001172483,-2.86372e-4,-2.57057e-4,3.43323e-4
nsp CA2,CA,CA15-02,1,NA,NA,terrestrial,15.2721825,-0.03187685,0.002257904,0.01424017,-0.005904595,-0.006833321,0.010355789,-0.010835459,-0.010744146,-0.010280851,0.005763976,0.005655757,-0.002846529,0.002004714,-0.001204142,0.00136246,-4.37071e-4,-4.51689e-4,0.002119297,0.001033119,-0.003229201,-0.001740033,0.002494105,2.13271e-4,8.43e-6,-2.83365e-4,8.83e-5,6.1e-5,-5.47115e-4
nsp CA2,CA,CA15-02,1,NA,NA,terrestrial,14.7302508,-0.015156016,-0.009193787,0.013955668,0.002962019,-0.014063818,-0.001839737,9.47e-5,-0.00264461,0.002605269,-0.001790309,0.007623125,0.001259079,7.92769e-4,0.004905082,0.004113466,1.09349e-4,0.003031782,0.00199584,0.002410138,-7.14532e-4,-0.002464829,-7.58503e-4,-3.28e-6,-1.03927e-4,-1.83e-5,4.97066e-4,1.81861e-4,1.73142e-4
nsp CA2,CA,CA15-03,1,NA,NA,terrestrial,15.61021629,-0.043317869,3.27614e-4,0.008671656,-0.009450332,0.001511469,0.006367235,-0.003412431,0.005173192,-0.004454397,-0.004816447,-0.001516439,0.00588115,0.009216062,0.005909785,0.001350372,-0.0033987,-2.92539e-4,7.41225e-4,-0.001207025,-0.005122463,-0.002247915,0.001478349,-4.58262e-4,-1.66996e-4,3.07512e-4,5.81e-5,-2.17843e-4,-5.64597e-4
nsp CA2,CA,CA15-03,1,NA,NA,terrestrial,13.74337248,-0.074136655,0.014411784,0.002906336,-0.015387928,0.020196909,0.003410137,0.00730226,-0.001487894,-0.004527878,0.007527146,0.006456491,0.002735016,-0.005976352,-0.001236224,-8.29e-6,-0.003745075,-0.005522367,0.002911344,-0.001808417,-0.002546456,-9.5893e-4,5.10905e-4,-4.71053e-4,3.63693e-4,6.63e-5,-3.00052e-4,3.7962e-4,5.04965e-4
nsp CA2,CA,CA15-03,1,NA,NA,terrestrial,15.35622812,-0.070031241,0.019465752,-3.92187e-4,-0.005245598,-2.22916e-4,0.002669483,-0.004775693,-3.21e-5,-0.003284821,-0.009559615,0.001427838,0.0099391,-3.15104e-4,0.005554497,-0.002386978,-0.003902533,0.002845133,0.001836388,0.002742457,2.04677e-4,-7.97081e-4,-1.7541e-4,-5.31e-5,-0.002055698,-3.56303e-4,0.001821834,-4.70197e-4,5.4912e-4
nsp CA2,CA,CA15-03,1,NA,NA,terrestrial,15.66966625,-0.065719282,2.68e-6,-0.002112319,-0.008271145,0.007865969,0.011868761,0.010912942,0.002708531,-0.008603242,-0.002432239,0.003854912,0.003542765,0.003923285,0.001060645,0.003126544,-0.00676533,-0.001423695,-0.001924128,-1.29344e-4,-0.00287037,-6.77514e-4,-2.11088e-4,-0.001047182,-8.84e-5,4.03634e-4,-4.43464e-4,-2.10717e-4,9.85e-5
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,13.19860835,-0.013256251,-0.011082359,0.01526967,0.017213323,-0.001755999,0.002785615,0.010337794,6.04e-5,1.17896e-4,0.0012156,-0.001621133,-1.03745e-4,0.003771441,0.001683964,-9.425e-4,0.006649651,-0.002528992,0.001327288,-3.07558e-4,-0.001336176,-3.30206e-4,0.001657231,-5.64204e-4,-7.48696e-4,3.55e-5,-4.79838e-4,-4.37e-5,-3.3e-5
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,13.22159103,-0.035289495,-0.014062906,0.004985154,0.013425782,-0.011317437,0.003146566,-0.005353599,-2.56768e-4,-0.005702542,0.010818379,0.008233894,0.003655069,0.003666125,-0.004412661,-0.00484119,4.54809e-4,-0.002931972,0.00204079,0.001731248,-5.21297e-4,-0.002592913,-0.002837517,-4.65418e-4,-2.93e-5,8.62203e-4,-3.05609e-4,-3.42052e-4,-2.0748e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,13.78576842,-0.027884626,-0.020517729,0.021213851,0.002455029,-0.001891299,-0.002716835,-0.006972762,-0.008304899,-0.004404882,0.003769735,0.011966197,0.005304275,0.001653223,0.003287371,0.003686095,0.002462556,5.35228e-4,0.001176568,-0.001070389,-0.001027305,-4.79327e-4,-8.88147e-4,6.29418e-4,1.85194e-4,-1.14352e-4,4.63e-5,-2.18132e-4,-7.15e-5
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,14.30708391,-0.015059913,-0.02130416,0.032249645,0.004549348,-0.002379102,-0.01485205,0.001135117,-2.75969e-4,-0.006762321,0.001829292,0.001945795,-1.89316e-4,0.008075248,-7.66309e-4,-0.001466185,0.002690009,-0.006313891,-0.001391461,2.97661e-4,0.005049839,0.0030274,-0.002489848,-2.87e-5,-7.58592e-4,-5.22063e-4,1.42196e-4,6.71862e-4,4.74382e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,12.9306767,-0.024272755,-0.015166544,0.020450137,-0.002453953,-0.012316537,-0.002147504,0.007615733,0.007768657,-2.35613e-4,0.001114957,0.002051942,0.005503741,0.005547828,0.004610667,0.001706878,3.36e-5,0.001204493,7.72136e-4,0.001438661,0.001331172,4.01239e-4,-4.68e-6,-1.20021e-4,-4.37211e-4,1.18268e-4,-2.38094e-4,1.93638e-4,1.26e-5
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,12.87197675,-0.010706663,-0.012419729,0.024613464,-0.017832817,-0.019998392,-0.016322154,-0.002259275,0.014455239,0.002849403,0.001271803,0.006532907,4.57013e-4,-0.002701023,0.003159912,-0.002917275,-7.26472e-4,7.67505e-4,-8.01051e-4,3.27103e-4,1.61335e-4,5.20287e-4,-3.93326e-4,-9.03e-5,-6.04183e-4,-2.09629e-4,-0.001377295,8.33e-5,-3.59651e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,12.70145958,-0.020462733,-0.020895237,0.020633469,0.004485752,-0.013180428,-0.008295934,0.00262244,-0.001102809,-0.002621148,0.00311327,0.006573512,0.003496667,0.002509479,6.33742e-4,-0.002697572,0.003133825,-0.002196213,-0.001935696,-6.69467e-4,-0.003924903,2.62701e-4,0.001836771,-4.45801e-4,-0.001205277,2.58948e-4,2.43058e-4,1.88687e-4,4.11e-5
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,15.02802938,-0.022068262,-0.022507297,0.011266434,0.003707114,-0.015532017,0.002414388,-0.007754112,-0.003965846,-7.08286e-4,0.002926806,0.004286648,-3.10858e-4,0.002514363,0.00572667,-8.78e-5,0.001323446,0.001086493,0.002967311,3.93583e-4,-0.001969309,-0.002095058,-0.003057499,1.14234e-4,-9.11e-5,3.86449e-4,5.40482e-4,-4.75647e-4,-3.49e-5
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,14.05822621,-0.011534067,-0.025077554,0.019744955,0.001720909,-0.010921659,0.002717107,0.001377127,-0.003159305,-0.00610163,3.00181e-4,0.009166253,-0.001402359,0.002050465,-8.88626e-4,-0.001018351,6.32369e-4,-8.85952e-4,0.002635913,2.23501e-4,-3.91058e-4,-1.7043e-4,0.002661757,-1.70045e-4,-9.40802e-4,1.16534e-4,-5.78e-5,-2.90771e-4,2.40905e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,13.53472766,-0.020439392,-0.003135711,0.021730099,-0.018106591,-0.001979563,-0.008220913,-2.04118e-4,0.00816155,-0.005959422,0.004149618,0.003692886,0.003394833,-8.97243e-4,-0.002548753,-6.19252e-4,-0.005874104,0.001523843,0.002987334,0.001417515,-0.001249491,-0.001416584,7.63451e-4,-0.001398143,4.47679e-4,-5.38e-5,-1.30944e-4,5.99e-5,-1.22072e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,12.9191081,-0.006991953,0.006225262,0.026962683,-0.011283237,-0.011562719,-0.002182778,0.00328956,0.00690656,-0.005075816,-0.001057102,0.005955548,0.009503673,0.006043709,-0.001337819,0.00161209,-0.003737135,-0.003847598,-0.001201851,-0.004409585,3.30989e-4,0.001251545,0.001441739,-4.54762e-4,-1.92057e-4,3.7735e-4,-2.76302e-4,7.03351e-4,2.59e-5
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,13.75471862,-0.045761503,-0.012461407,0.015407435,0.008932522,0.006037653,-0.015452901,0.012494824,-0.002468444,-0.006949666,0.001068312,0.005310437,0.002171446,-0.003298715,0.00179277,0.00719332,5.80135e-4,-9.43807e-4,-0.001177685,-0.003111564,0.001155272,3.42801e-4,-0.001349388,-0.001051183,-4.74006e-4,-3.56864e-4,-3.56941e-4,9.38e-5,2.19455e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,13.08904994,-0.020495833,-0.00714668,0.019040112,-0.00116425,-0.00566754,-0.007085501,0.007646224,-6.28193e-4,-0.005538463,0.001165455,0.009003243,0.002739234,7.07031e-4,9.1351e-4,-0.004727021,-0.004889856,-0.001214376,6.05602e-4,-0.003675318,4.10718e-4,4.43028e-4,2.9e-5,-5.52995e-4,-4.65915e-4,9.57e-5,-1.9643e-4,1.07e-5,1.65e-5
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,12.61074945,-0.009167449,-0.02472259,0.031142352,0.010897618,0.004517914,-0.017668444,9.23736e-4,-0.010506126,-0.002296236,-0.001078099,-0.003826474,-0.001700432,-0.003759463,-0.003013907,-0.002546915,-0.001672921,-5.16466e-4,-0.001965013,-0.004033487,-0.002707433,0.003978757,0.001969622,-5.6183e-4,-0.001256188,-0.001088057,6.45268e-4,-3.49e-5,1.73485e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,12.3473448,-0.040871118,-0.005265469,0.016615075,0.004684298,3.69602e-4,-0.028412984,-0.009121102,-0.002426027,-0.003344762,0.002978783,-0.001739214,-6.74785e-4,-8.65356e-4,-0.002556159,-0.001554436,-0.002211031,-0.00103934,-0.00126096,0.001556663,6.76405e-4,9.14335e-4,-7.95153e-4,-8.84439e-4,-2.3615e-4,-2.08914e-4,3.30671e-4,2.37246e-4,3.32745e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,15.20232478,0.008756279,-0.01278174,0.03350097,-0.0027424149999999998,-0.019781841,-0.01489357,-0.008817305,-0.012823171,-0.00321215,0.006669172,0.003395539,-0.006257957,0.002367836,0.005357293,-0.001581757,0.002305048,-0.001916251,0.00181294,6.31919e-4,-0.001771572,-0.001986004,-1.78487e-4,-4.34377e-4,-3.80735e-4,-2.74724e-4,0.001381863,9.58e-5,-2.79859e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,13.0046443,-0.028849469,-0.027020841,0.017232805,0.00553893,-7.34307e-4,-0.004742965,0.010529282,-0.001586299,0.00571946,-0.004949213,0.00236864,0.003332548,0.002638761,0.006742064,0.006531513,-1.39511e-4,0.002744259,-0.001700876,0.002159867,-9.10126e-4,2.88408e-4,-3.751e-4,-2.53134e-4,-7.39645e-4,-5.04e-5,2.094e-4,2.00754e-4,8.89e-5
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,13.61467056,-0.017548251,-0.021302501,0.030081655,0.004581694,0.005269973,-0.001529141,-0.002391529,-0.003955073,-0.006528966,0.008705333,0.005121935,3.84233e-4,0.003252519,0.005267146,0.003150783,0.002631997,7.89391e-4,0.002715915,-0.002156345,-7.38313e-4,6.1e-5,-3.69039e-4,2.98444e-4,2.80252e-4,-8.40315e-4,-2.08e-5,-5.39598e-4,-3.67614e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,15.00117278,-0.012379902,-0.020474009,0.014847644,0.009340175,-0.008955692,0.004369583,-0.006311997,-0.002687155,9.61579e-4,0.003652729,0.006721715,0.004569351,8.60571e-4,0.003033788,-0.002429239,-9.14e-5,-0.002725143,-8.58078e-4,0.00159307,1.76e-5,-4.6609e-4,-0.002532295,-5.09144e-4,7.29e-5,7.17645e-4,-1.19974e-4,-4.7e-5,-3.02924e-4
nsp DA1,DA,DA15-02,NA,1,NA,terrestrial,13.46587849,-0.056750417,-0.005744465,-0.002259978,0.002546724,-0.004926502,0.005645785,-0.00661273,-0.005109052,-0.007046453,-0.001933527,0.001705418,0.004531794,4.61768e-4,0.002297106,0.003050291,0.001603379,-9.77603e-4,0.001765851,-0.00366233,-0.001440996,-0.0017819,-0.001573741,2.63846e-4,-3.61803e-4,3.48301e-4,1.92962e-4,-5.55586e-4,4.37e-5
nsp DA2,DA,DA15-09,1,NA,NA,terrestrial,13.62942487,-0.040995952,-0.013854382,0.018166041,0.015320238,0.00928238,-0.01275213,-0.016858474,0.003117688,-0.004896822,0.00275561,0.007468301,-0.006917251,0.00241792,0.002314457,0.002284078,0.002022002,-0.003882599,-0.002063171,6.47126e-4,0.001804245,8.37353e-4,-4.75929e-4,-6.63591e-4,3.59677e-4,-8.46596e-4,-0.001188546,-3.89521e-4,9.09e-6
nsp DA2,DA,DA15-09,1,NA,NA,terrestrial,14.26183738,-0.030574396,-0.004087826,0.01103153,0.003089253,-0.011401061,-0.010980523,0.005787394,-0.012474278,0.003660739,0.00436895,-3.69524e-4,-0.004159473,0.012666377,0.007581699,0.004837072,0.004124883,-1.33509e-4,0.001141491,-5.48209e-4,4.10757e-4,-9.6187e-4,0.00184238,0.001124284,6.18778e-4,9.16465e-4,4.29552e-4,3.30486e-4,4.67e-5
nsp DA2,DA,DA15-09,1,NA,NA,terrestrial,15.12507232,-0.045229413,-0.028407926,0.009509366,-9.27595e-4,-0.002525997,-0.004185958,-0.009826997,0.002288105,-0.003893422,0.006884701,-0.001437697,0.003393658,-0.004568016,0.004406278,0.002420801,0.004961445,-0.001883004,1.52132e-4,-0.004643765,0.001647157,0.001713479,2.02088e-4,-6.18e-5,-5.32925e-4,-8.23468e-4,-6.61538e-4,3.87e-5,1.30799e-4
nsp DA2,DA,DA15-09,1,NA,NA,terrestrial,13.58957946,-0.029134559,-0.00658557,0.015511075,-0.004747306,0.009519769,0.004144803,-0.003279624,-4.15e-5,-0.002090478,-3.28256e-4,-1.50405e-4,0.004838048,-0.001817067,0.003891229,-0.001214023,4.61086e-4,-0.004100355,0.002889303,-0.00142143,7.2227e-4,-9.51636e-4,0.002965273,-2.40058e-4,7.58549e-4,-5.394e-4,-1.48647e-4,2.77e-5,9.2e-5
nsp DA2,DA,DA15-09,1,NA,NA,terrestrial,14.44302782,-0.038031989,-0.018495752,-0.001094681,0.004284296,2.19844e-4,-0.005287788,-0.005329974,-0.0048555890000000004,-0.004571277,0.001009174,0.002970863,-0.001044671,-6.4135e-4,0.001000619,0.001592109,-8.43842e-4,-9.61085e-4,5.1802e-4,-0.003092742,-6.05878e-4,-8.16642e-4,0.001212142,-6.89936e-4,1.77107e-4,-3.53454e-4,-5.04165e-4,-2.0005e-4,1.90541e-4
nsp DA2,DA,DA15-09,1,NA,NA,terrestrial,15.01163182,-0.018394939,-0.029100593,0.01072818,0.003723626,-0.021635552,0.001886204,-0.014364436,0.001566221,-0.00651249,0.008268542,0.003511033,8.45846e-4,-0.002306563,0.005253434,0.002549223,0.002971916,-6.97363e-4,-0.002995267,9.0027e-4,-7.57828e-4,1.46749e-4,9.43855e-4,-0.00155139,-3.9711e-4,-1.4572e-4,-7.07283e-4,-1.84448e-4,8.44e-5
nsp DA2,DA,DA15-09,1,NA,NA,terrestrial,14.12011053,-0.036788541,-0.01560761,0.00440444,0.006055019,-0.006231198,-0.012542354,-0.012787578,0.001374253,0.003379867,-0.001932486,-0.002725759,0.002359561,0.001195253,0.001294925,-0.00353332,0.001734396,0.002931527,0.00197335,0.005003735,-0.002551052,-0.001857033,-3.03985e-4,-4.16e-5,2.25098e-4,-2.9121e-4,8.50728e-4,2.3e-6,3.30829e-4
nsp DA2,DA,DA15-09,1,NA,NA,terrestrial,15.34205363,-0.017450015,-0.015241279,0.020080934,0.001934079,-0.003469986,0.003178843,0.001123374,-0.00824351,-8.07433e-4,0.005291351,-0.004452041,-0.001035278,-0.001232665,0.006347859,-7.16622e-4,-0.005656407,0.002249653,0.00412385,-0.004819774,-1.52e-5,9.03262e-4,7.93623e-4,-2.0443e-4,-1.59595e-4,-4.48502e-4,5.0689e-4,-5.207e-4,-2.88e-5
